BGC Subzone,BEU_#,Name,Script rule,Change to BEU =
BWBSmw,PR,White Spruce - Balsam Poplar Riparian,Allowed,
BWBSwk,PR,White Spruce - Balsam Poplar Riparian,Allowed,
ESSFmc,PR,White Spruce - Balsam Poplar Riparian,Error,ER
ESSFmm,PR,White Spruce - Balsam Poplar Riparian,Error,ER
ESSFmv,PR,White Spruce - Balsam Poplar Riparian,Error,ER
ESSFvc,PR,White Spruce - Balsam Poplar Riparian,Error,ER
ESSFwc,PR,White Spruce - Balsam Poplar Riparian,Error,ER
ESSFwcw,PR,White Spruce - Balsam Poplar Riparian,Error,ER
ESSFwk,PR,White Spruce - Balsam Poplar Riparian,Error,ER
ESSFwv,PR,White Spruce - Balsam Poplar Riparian,Error,ER
ESSFxv,PR,White Spruce - Balsam Poplar Riparian,Error,ER
SBSdh,PR,White Spruce - Balsam Poplar Riparian,Error,WR
SBSdk,PR,White Spruce - Balsam Poplar Riparian,Error,WR
SBSdw,PR,White Spruce - Balsam Poplar Riparian,Error,WR
SBSmc,PR,White Spruce - Balsam Poplar Riparian,Error,WR
SBSmh,PR,White Spruce - Balsam Poplar Riparian,Error,WR
SBSmk,PR,White Spruce - Balsam Poplar Riparian,Error,WR
SBSmw,PR,White Spruce - Balsam Poplar Riparian,Error,WR
SBSvk,PR,White Spruce - Balsam Poplar Riparian,Error,WR
SBSwk,PR,White Spruce - Balsam Poplar Riparian,Error,WR
SWBmk,PR,White Spruce - Balsam Poplar Riparian,Allowed,
SWBmks,PR,White Spruce - Balsam Poplar Riparian,Allowed,
BWBSdk,RE,Reservoir,Allowed,
BWBSmk,RE,Reservoir,Allowed,
BWBSmw,RE,Reservoir,Allowed,
BWBSwk,RE,Reservoir,Allowed,
CWHvm,RE,Reservoir,Allowed,
ESSFmc,RE,Reservoir,Allowed,
ESSFmcp,RE,Reservoir,Allowed,
ESSFmm,RE,Reservoir,Allowed,
ESSFmmp,RE,Reservoir,Allowed,
ESSFmv,RE,Reservoir,Allowed,
ESSFmvp,RE,Reservoir,Allowed,
ESSFvc,RE,Reservoir,Allowed,
ESSFwc,RE,Reservoir,Allowed,
ESSFwcp,RE,Reservoir,Allowed,
ESSFwcw,RE,Reservoir,Allowed,
ESSFwk,RE,Reservoir,Allowed,
ESSFwv,RE,Reservoir,Allowed,
ESSFwvp,RE,Reservoir,Allowed,
ESSFxv,RE,Reservoir,Allowed,
ICHmc,RE,Reservoir,Allowed,
ICHmm,RE,Reservoir,Allowed,
ICHwk,RE,Reservoir,Allowed,
SBPSdc,RE,Reservoir,Allowed,
SBPSmc,RE,Reservoir,Allowed,
SBPSmk,RE,Reservoir,Allowed,
SBSdh,RE,Reservoir,Allowed,
SBSdk,RE,Reservoir,Allowed,
SBSdw,RE,Reservoir,Allowed,
SBSmc,RE,Reservoir,Allowed,
SBSmh,RE,Reservoir,Allowed,
SBSmk,RE,Reservoir,Allowed,
SBSmw,RE,Reservoir,Allowed,
SBSvk,RE,Reservoir,Allowed,
SBSwk,RE,Reservoir,Allowed,
SWBmk,RE,Reservoir,Allowed,
SWBmks,RE,Reservoir,Allowed,
BAFAun,RI,River,Allowed,
BAFAunp,RI,River,Allowed,
BWBSdk,RI,River,Allowed,
BWBSmk,RI,River,Allowed,
BWBSmw,RI,River,Allowed,
BWBSwk,RI,River,Allowed,
CWHvh,RI,River,Allowed,
CWHvm,RI,River,Allowed,
CWHwm,RI,River,Allowed,
CWHws,RI,River,Allowed,
ESSFmc,RI,River,Allowed,
ESSFmcp,RI,River,Allowed,
ESSFmk,RI,River,Allowed,
ESSFmkp,RI,River,Allowed,
ESSFmm,RI,River,Allowed,
ESSFmmp,RI,River,Allowed,
ESSFmv,RI,River,Allowed,
ESSFmvp,RI,River,Allowed,
ESSFun,RI,River,Allowed,
ESSFunp,RI,River,Allowed,
ESSFvc,RI,River,Allowed,
ESSFwc,RI,River,Allowed,
ESSFwcp,RI,River,Allowed,
ESSFwcw,RI,River,Allowed,
ESSFwk,RI,River,Allowed,
ESSFwv,RI,River,Allowed,
ESSFwvp,RI,River,Allowed,
ESSFxv,RI,River,Allowed,
ICHmc,RI,River,Allowed,
ICHmm,RI,River,Allowed,
ICHvc,RI,River,Allowed,
ICHvk,RI,River,Allowed,
ICHwk,RI,River,Allowed,
MHmm,RI,River,Allowed,
MHmmp,RI,River,Allowed,
SBPSdc,RI,River,Allowed,
SBPSmc,RI,River,Allowed,
SBPSmk,RI,River,Allowed,
SBSdh,RI,River,Allowed,
SBSdk,RI,River,Allowed,
SBSdw,RI,River,Allowed,
SBSmc,RI,River,Allowed,
SBSmc3,RI,River,Allowed,
SBSmh,RI,River,Allowed,
SBSmk,RI,River,Allowed,
SBSmw,RI,River,Allowed,
SBSun,RI,River,Allowed,
SBSvk,RI,River,Allowed,
SBSwk,RI,River,Allowed,
SWBmk,RI,River,Allowed,
SWBmks,RI,River,Allowed,
BAFAun,RM,Reclaimed Mine,Allowed,
BAFAunp,RM,Reclaimed Mine,Allowed,
BWBSdk,RM,Reclaimed Mine,Allowed,
BWBSmk,RM,Reclaimed Mine,Allowed,
BWBSmw,RM,Reclaimed Mine,Allowed,
BWBSwk,RM,Reclaimed Mine,Allowed,
ESSFmcp,RM,Reclaimed Mine,Allowed,
ESSFmmp,RM,Reclaimed Mine,Allowed,
ESSFmvp,RM,Reclaimed Mine,Allowed,
ESSFwcp,RM,Reclaimed Mine,Allowed,
ESSFwcw,RM,Reclaimed Mine,Allowed,
ESSFwvp,RM,Reclaimed Mine,Allowed,
SBPSdc,RM,Reclaimed Mine,Allowed,
SBPSmc,RM,Reclaimed Mine,Allowed,
SBPSmk,RM,Reclaimed Mine,Allowed,
SBSdh,RM,Reclaimed Mine,Allowed,
SBSdk,RM,Reclaimed Mine,Allowed,
SBSdw,RM,Reclaimed Mine,Allowed,
SBSmc,RM,Reclaimed Mine,Allowed,
SBSmh,RM,Reclaimed Mine,Allowed,
SBSmk,RM,Reclaimed Mine,Allowed,
SBSmw,RM,Reclaimed Mine,Allowed,
SBSvk,RM,Reclaimed Mine,Allowed,
SBSwk,RM,Reclaimed Mine,Allowed,
SWBmk,RM,Reclaimed Mine,Allowed,
SWBmks,RM,Reclaimed Mine,Allowed,
BAFAun,RO,Rock,Error,AU
BAFAunp,RO,Rock,Error,AU
BWBSdk,RO,Rock,Allowed,
BWBSmk,RO,Rock,Allowed,
BWBSmw,RO,Rock,Allowed,
BWBSwk,RO,Rock,Allowed,
CMAun,RO,Rock,Error,AU
CMAunp,RO,Rock,Error,AU
CWHvh,RO,Rock,Allowed,
CWHvm,RO,Rock,Allowed,
CWHwm,RO,Rock,Allowed,
CWHws,RO,Rock,Allowed,
ESSFmc,RO,Rock,Allowed,
ESSFmcp,RO,Rock,Allowed,
ESSFmk,RO,Rock,Allowed,
ESSFmkp,RO,Rock,Allowed,
ESSFmm,RO,Rock,Allowed,
ESSFmmp,RO,Rock,Allowed,
ESSFmv,RO,Rock,Allowed,
ESSFmvp,RO,Rock,Allowed,
ESSFun,RO,Rock,Allowed,
ESSFunp,RO,Rock,Allowed,
ESSFvc,RO,Rock,Allowed,
ESSFwc,RO,Rock,Allowed,
ESSFwcp,RO,Rock,Allowed,
ESSFwcw,RO,Rock,Allowed,
ESSFwk,RO,Rock,Allowed,
ESSFwv,RO,Rock,Allowed,
ESSFwvp,RO,Rock,Allowed,
ESSFxv,RO,Rock,Allowed,
ICHmc,RO,Rock,Allowed,
ICHmm,RO,Rock,Allowed,
ICHvc,RO,Rock,Allowed,
ICHvk,RO,Rock,Allowed,
ICHwk,RO,Rock,Allowed,
IMAun,RO,Rock,Error,AU
MHmm,RO,Rock,Allowed,
MHmmp,RO,Rock,Allowed,
MHwh1,RO,Rock,Allowed,
MHwhp,RO,Rock,Allowed,
SBPSdc,RO,Rock,Allowed,
SBPSmc,RO,Rock,Allowed,
SBPSmk,RO,Rock,Allowed,
SBSdh,RO,Rock,Allowed,
SBSdk,RO,Rock,Allowed,
SBSdw,RO,Rock,Allowed,
SBSmc,RO,Rock,Allowed,
SBSmh,RO,Rock,Allowed,
SBSmk,RO,Rock,Allowed,
SBSmw,RO,Rock,Allowed,
SBSun,RO,Rock,Allowed,
SBSvk,RO,Rock,Allowed,
SBSwk,RO,Rock,Allowed,
SWBmk,RO,Rock,Allowed,
SWBmks,RO,Rock,Allowed,
ESSFmc,RR,Western Redcedar - Black Cottonwood Riparian,Allowed,
ESSFmm,RR,Western Redcedar - Black Cottonwood Riparian,Allowed,
ESSFmv,RR,Western Redcedar - Black Cottonwood Riparian,Allowed,
ESSFvc,RR,Western Redcedar - Black Cottonwood Riparian,Allowed,
ESSFwc,RR,Western Redcedar - Black Cottonwood Riparian,Allowed,
ESSFwcw,RR,Western Redcedar - Black Cottonwood Riparian,Allowed,
ESSFwk,RR,Western Redcedar - Black Cottonwood Riparian,Allowed,
ESSFwv,RR,Western Redcedar - Black Cottonwood Riparian,Allowed,
ESSFxv,RR,Western Redcedar - Black Cottonwood Riparian,Allowed,
ICHmm,RR,Western Redcedar - Black Cottonwood Riparian,Allowed,
ICHvc,RR,Western Redcedar - Black Cottonwood Riparian,Allowed,
ICHvk,RR,Western Redcedar - Black Cottonwood Riparian,Allowed,
ICHwk,RR,Western Redcedar - Black Cottonwood Riparian,Allowed,
SBSdh,RR,Western Redcedar - Black Cottonwood Riparian,Error,WR
SBSdk,RR,Western Redcedar - Black Cottonwood Riparian,Error,WR
SBSdw,RR,Western Redcedar - Black Cottonwood Riparian,Error,WR
SBSmc,RR,Western Redcedar - Black Cottonwood Riparian,Error,WR
SBSmh,RR,Western Redcedar - Black Cottonwood Riparian,Error,WR
SBSmk,RR,Western Redcedar - Black Cottonwood Riparian,Error,WR
SBSmw,RR,Western Redcedar - Black Cottonwood Riparian,Error,WR
SBSvk,RR,Western Redcedar - Black Cottonwood Riparian,Error,WR
SBSwk,RR,Western Redcedar - Black Cottonwood Riparian,Error,WR
ICHmc,RR,Western Redcedar - Black Cottonwood Riparian,Allowed,
CWHws,RS,Western Redcedar Swamp,Allowed,
BWBSdk,SA,Sub-boreal White Spruce - Trembling Aspen,Error,BA
BWBSmk,SA,Sub-boreal White Spruce - Trembling Aspen,Error,BA
BWBSmw,SA,Sub-boreal White Spruce - Trembling Aspen,Error,BA
BWBSwk,SA,Sub-boreal White Spruce - Trembling Aspen,Error,BA
SBPSdc,SA,Sub-boreal White Spruce - Trembling Aspen,Allowed,
SBPSmc,SA,Sub-boreal White Spruce - Trembling Aspen,Allowed,
SBPSmk,SA,Sub-boreal White Spruce - Trembling Aspen,Allowed,
SBSdh,SA,Sub-boreal White Spruce - Trembling Aspen,Allowed,
SBSdk,SA,Sub-boreal White Spruce - Trembling Aspen,Allowed,
SBSdw,SA,Sub-boreal White Spruce - Trembling Aspen,Allowed,
SBSmc,SA,Sub-boreal White Spruce - Trembling Aspen,Allowed,
SBSmh,SA,Sub-boreal White Spruce - Trembling Aspen,Allowed,
SBSmk,SA,Sub-boreal White Spruce - Trembling Aspen,Allowed,
SBSmw,SA,Sub-boreal White Spruce - Trembling Aspen,Allowed,
SBSvk,SA,Sub-boreal White Spruce - Trembling Aspen,Allowed,
SBSwk,SA,Sub-boreal White Spruce - Trembling Aspen,Allowed,
SWBmk,SA,Sub-boreal White Spruce - Trembling Aspen,Allowed,
SWBmks,SA,Sub-boreal White Spruce - Trembling Aspen,Allowed,
ESSFmc,SB,White Spruce - Paper Birch,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFmm,SB,White Spruce - Paper Birch,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFmv,SB,White Spruce - Paper Birch,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFvc,SB,White Spruce - Paper Birch,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFwc,SB,White Spruce - Paper Birch,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFwcw,SB,White Spruce - Paper Birch,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFwk,SB,White Spruce - Paper Birch,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFwv,SB,White Spruce - Paper Birch,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFxv,SB,White Spruce - Paper Birch,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ICHvk,SB,White Spruce - Paper Birch,Error,WR
SBSdk,SB,White Spruce - Paper Birch,Error,SF
SBSdw,SB,White Spruce - Paper Birch,Error,SF
SBSmc,SB,White Spruce - Paper Birch,Error,SF
SBSmh,SB,White Spruce - Paper Birch,Allowed,
SBSmk,SB,White Spruce - Paper Birch,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
SBSmw,SB,White Spruce - Paper Birch,Error,SF
SBSwk,SB,White Spruce - Paper Birch,Error,SF
BWBSdk,SC,Shrub-Carr,Allowed,
BWBSmk,SC,Shrub-Carr,Allowed,
BWBSmw,SC,Shrub-Carr,Allowed,
BWBSwk,SC,Shrub-Carr,Allowed,
ESSFmcp,SC,Shrub-Carr,Allowed,
ESSFmmp,SC,Shrub-Carr,Allowed,
ESSFmvp,SC,Shrub-Carr,Allowed,
ESSFwcp,SC,Shrub-Carr,Allowed,
ESSFwcw,SC,Shrub-Carr,Allowed,
ESSFwvp,SC,Shrub-Carr,Allowed,
SBPSdc,SC,Shrub-Carr,Allowed,
SBPSmc,SC,Shrub-Carr,Allowed,
SBPSmk,SC,Shrub-Carr,Allowed,
SBSdh,SC,Shrub-Carr,Allowed,
SBSdk,SC,Shrub-Carr,Allowed,
SBSdw,SC,Shrub-Carr,Allowed,
SBSmc,SC,Shrub-Carr,Allowed,
SBSmh,SC,Shrub-Carr,Allowed,
SBSmk,SC,Shrub-Carr,Allowed,
SBSmw,SC,Shrub-Carr,Allowed,
SBSvk,SC,Shrub-Carr,Allowed,
SBSwk,SC,Shrub-Carr,Allowed,
SWBmks,SC,Shrub-Carr,Allowed,
ESSFmc,SD,Spruce - Douglas-fir,Error,LP
ESSFmm,SD,Spruce - Douglas-fir,Error,LP
ESSFmv,SD,Spruce - Douglas-fir,Error,LP
ESSFvc,SD,Spruce - Douglas-fir,Error,LP
ESSFwc,SD,Spruce - Douglas-fir,Error,LP
ESSFwcw,SD,Spruce - Douglas-fir,Error,LP
ESSFwk,SD,Spruce - Douglas-fir,Error,LP
ESSFwv,SD,Spruce - Douglas-fir,Error,LP
ESSFxv,SD,Spruce - Douglas-fir,Error,LP
ICHmm,SD,Spruce - Douglas-fir,Error,DF
ICHvk,SD,Spruce - Douglas-fir,Error,DF
SBSdh,SD,Spruce - Douglas-fir,Allowed,
SBSdk,SD,Spruce - Douglas-fir,Allowed,
SBSdw,SD,Spruce - Douglas-fir,Allowed,
SBSmc,SD,Spruce - Douglas-fir,Allowed,
SBSmh,SD,Spruce - Douglas-fir,Allowed,
SBSmk,SD,Spruce - Douglas-fir,Allowed,
SBSmw,SD,Spruce - Douglas-fir,Allowed,
SBSvk,SD,Spruce - Douglas-fir,Allowed,
SBSwk,SD,Spruce - Douglas-fir,Allowed,
BAFAun,SF,White Spruce - Subalpine Fir,Error,AT
BAFAunp,SF,White Spruce - Subalpine Fir,Error,AT
BWBSdk,SF,White Spruce - Subalpine Fir,Error,BP
BWBSmk,SF,White Spruce - Subalpine Fir,Error,BP
BWBSmw,SF,White Spruce - Subalpine Fir,Error,BP
BWBSwk,SF,White Spruce - Subalpine Fir,Error,BP
CWHws,SF,White Spruce - Subalpine Fir,Error,FR
ESSFmc,SF,White Spruce - Subalpine Fir,Error,EF
ESSFmcp,SF,White Spruce - Subalpine Fir,Error,EF
ESSFmk,SF,White Spruce - Subalpine Fir,Error,EF
ESSFmm,SF,White Spruce - Subalpine Fir,Error,EF
ESSFmmp,SF,White Spruce - Subalpine Fir,Error,EF
ESSFmv,SF,White Spruce - Subalpine Fir,Error,EF
ESSFmvp,SF,White Spruce - Subalpine Fir,Error,EF
ESSFun,SF,White Spruce - Subalpine Fir,Error,EF
ESSFvc,SF,White Spruce - Subalpine Fir,Error,EF
ESSFwc,SF,White Spruce - Subalpine Fir,Error,EF
ESSFwcp,SF,White Spruce - Subalpine Fir,Error,EF
ESSFwcw,SF,White Spruce - Subalpine Fir,Error,EF
ESSFwk,SF,White Spruce - Subalpine Fir,Error,EF
ESSFwv,SF,White Spruce - Subalpine Fir,Error,EF
ESSFwvp,SF,White Spruce - Subalpine Fir,Error,EF
ESSFxv,SF,White Spruce - Subalpine Fir,Error,EF
ICHmc,SF,White Spruce - Subalpine Fir,Allowed,
ICHmm,SF,White Spruce - Subalpine Fir,Allowed,
ICHvc,SF,White Spruce - Subalpine Fir,Allowed,
ICHvk,SF,White Spruce - Subalpine Fir,Allowed,
ICHwk,SF,White Spruce - Subalpine Fir,Allowed,
IMAun,SF,White Spruce - Subalpine Fir,Error,AT
SBPSdc,SF,White Spruce - Subalpine Fir,Error,SL
SBPSmc,SF,White Spruce - Subalpine Fir,Error,SL
SBPSmk,SF,White Spruce - Subalpine Fir,Error,SL
SBSdh,SF,White Spruce - Subalpine Fir,Allowed,
SBSdk,SF,White Spruce - Subalpine Fir,Allowed,
SBSdw,SF,White Spruce - Subalpine Fir,Allowed,
SBSmc,SF,White Spruce - Subalpine Fir,Allowed,
SBSmh,SF,White Spruce - Subalpine Fir,Allowed,
SBSmk,SF,White Spruce - Subalpine Fir,Allowed,
SBSmw,SF,White Spruce - Subalpine Fir,Allowed,
SBSun,SF,White Spruce - Subalpine Fir,Allowed,
SBSvk,SF,White Spruce - Subalpine Fir,Allowed,
SBSwk,SF,White Spruce - Subalpine Fir,Allowed,
SWBmk,SF,White Spruce - Subalpine Fir,Error,SA
SWBmks,SF,White Spruce - Subalpine Fir,Error,SA
BAFAun,SG,Subalpine Grassland,Error,AG
BAFAunp,SG,Subalpine Grassland,Error,AG
BWBSdk,SG,Subalpine Grassland,Allowed,
BWBSmk,SG,Subalpine Grassland,Allowed,
BWBSmw,SG,Subalpine Grassland,Allowed,
BWBSwk,SG,Subalpine Grassland,Allowed,
ESSFmc,SG,Subalpine Grassland,Allowed,
ESSFmcp,SG,Subalpine Grassland,Allowed,
ESSFmm,SG,Subalpine Grassland,Allowed,
ESSFmmp,SG,Subalpine Grassland,Allowed,
ESSFmv,SG,Subalpine Grassland,Allowed,
ESSFmv,SG,Subalpine Grassland,Allowed,
ESSFmvp,SG,Subalpine Grassland,Allowed,
ESSFvc,SG,Subalpine Grassland,Allowed,
ESSFwc,SG,Subalpine Grassland,Allowed,
ESSFwcp,SG,Subalpine Grassland,Allowed,
ESSFwcw,SG,Subalpine Grassland,Allowed,
ESSFwk,SG,Subalpine Grassland,Allowed,
ESSFwv,SG,Subalpine Grassland,Allowed,
ESSFwvp,SG,Subalpine Grassland,Allowed,
ESSFxv,SG,Subalpine Grassland,Allowed,
SBSmc,SG,Subalpine Grassland,Allowed,
SBSmc2,SG,Subalpine Grassland,Error,MS
SWBmk,SG,Subalpine Grassland,Allowed,
SWBmks,SG,Subalpine Grassland,Allowed,
BWBSdk,SH,Shrub fen,Allowed,
BWBSmk,SH,Shrub fen,Allowed,
BWBSmw,SH,Shrub fen,Allowed,
BWBSwk,SH,Shrub fen,Allowed,
ESSFmc,SH,Shrub fen,Allowed,
ESSFmcp,SH,Shrub fen,Allowed,
ESSFmm,SH,Shrub fen,Allowed,
ESSFmmp,SH,Shrub fen,Allowed,
ESSFmv,SH,Shrub fen,Allowed,
ESSFmvp,SH,Shrub fen,Allowed,
ESSFvc,SH,Shrub fen,Allowed,
ESSFwc,SH,Shrub fen,Allowed,
ESSFwcp,SH,Shrub fen,Allowed,
ESSFwcw,SH,Shrub fen,Allowed,
ESSFwk,SH,Shrub fen,Allowed,
ESSFwv,SH,Shrub fen,Allowed,
ESSFwvp,SH,Shrub fen,Allowed,
ESSFxv,SH,Shrub fen,Allowed,
SBPSdc,SH,Shrub fen,Allowed,
SBPSmc,SH,Shrub fen,Allowed,
SBPSmk,SH,Shrub fen,Allowed,
SBSdh,SH,Shrub fen,Allowed,
SBSdk,SH,Shrub fen,Allowed,
SBSdw,SH,Shrub fen,Allowed,
SBSmc,SH,Shrub fen,Allowed,
SBSmh,SH,Shrub fen,Allowed,
SBSmk,SH,Shrub fen,Allowed,
SBSmw,SH,Shrub fen,Allowed,
SBSvk,SH,Shrub fen,Allowed,
SBSwk,SH,Shrub fen,Allowed,
SWBmk,SH,Shrub fen,Allowed,
SWBmks,SH,Shrub fen,Allowed,
BWBSdk,SK,Spruce - Swamp,Allowed,
BWBSmk,SK,Spruce - Swamp,Allowed,
BWBSmw,SK,Spruce - Swamp,Allowed,
BWBSwk,SK,Spruce - Swamp,Allowed,
ESSFmc,SK,Spruce - Swamp,Error,EF
ESSFmm,SK,Spruce - Swamp,Error,EF
ESSFmv,SK,Spruce - Swamp,Error,EF
ESSFvc,SK,Spruce - Swamp,Error,EF
ESSFwc,SK,Spruce - Swamp,Error,EF
ESSFwcw,SK,Spruce - Swamp,Error,EF
ESSFwk,SK,Spruce - Swamp,Error,EF
ESSFwv,SK,Spruce - Swamp,Error,EF
ESSFxv,SK,Spruce - Swamp,Error,EF
SBPSdc,SK,Spruce - Swamp,Allowed,
SBPSmc,SK,Spruce - Swamp,Allowed,
SBPSmk,SK,Spruce - Swamp,Allowed,
SBSdh,SK,Spruce - Swamp,Allowed,
SBSdk,SK,Spruce - Swamp,Allowed,
SBSdw,SK,Spruce - Swamp,Allowed,
SBSmc,SK,Spruce - Swamp,Allowed,
SBSmh,SK,Spruce - Swamp,Allowed,
SBSmk,SK,Spruce - Swamp,Allowed,
SBSmw,SK,Spruce - Swamp,Allowed,
SBSvk,SK,Spruce - Swamp,Allowed,
SBSwk,SK,Spruce - Swamp,Allowed,
BAFAun,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,AT
BAFAunp,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,AT
BWBSdk,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,BP
BWBSmk,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,BP
BWBSmw,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,BP
BWBSwk,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,BP
CWHws,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
ESSFmc,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,EF
ESSFmcp,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,FB
ESSFmk,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,FB
ESSFmm,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,EF
ESSFmmp,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,FB
ESSFmv,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,EF
ESSFmvp,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,FB
ESSFvc,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,EF
ESSFwc,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,EF
ESSFwcp,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,FB
ESSFwcw,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,EF
ESSFwk,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,EF
ESSFwv,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,EF
ESSFwvp,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,FB
ESSFxv,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,EF
ICHmc,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
ICHmm,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,IS
ICHvk,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,IS
ICHwk,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,IS
IMAun,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,AT
MSxv,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
SBPSdc,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
SBPSmc,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
SBPSmk,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
SBSdh,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
SBSdk,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
SBSdw,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
SBSmc,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
SBSmh,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
SBSmk,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
SBSmw,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
SBSun,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
SBSvk,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
SBSwk,SL,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
SWBmk,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,SA
SWBmks,SL,Sub-Boreal White Spruce - Lodgepole Pine,Error,SA
SBSdw,SL ,Sub-Boreal White Spruce - Lodgepole Pine,Allowed,
BAFAun,SM,Subalpine Meadow,Error,AM
BAFAunp,SM,Subalpine Meadow,Error,AM
BWBSdk,SM,Subalpine Meadow,Error,ME
BWBSmk,SM,Subalpine Meadow,Error,ME
BWBSmw,SM,Subalpine Meadow,Error,ME
BWBSwk,SM,Subalpine Meadow,Error,ME
CMAun,SM,Subalpine Meadow,Error,AM
CWHvh,SM,Subalpine Meadow,Error,ME
CWHvm,SM,Subalpine Meadow,Error,ME
CWHws,SM,Subalpine Meadow,Error,ME
ESSFmc,SM,Subalpine Meadow,Allowed,
ESSFmcp,SM,Subalpine Meadow,Allowed,
ESSFmk,SM,Subalpine Meadow,Allowed,
ESSFmkp,SM,Subalpine Meadow,Allowed,
ESSFmm,SM,Subalpine Meadow,Allowed,
ESSFmmp,SM,Subalpine Meadow,Allowed,
ESSFmv,SM,Subalpine Meadow,Allowed,
ESSFmvp,SM,Subalpine Meadow,Allowed,
ESSFun,SM,Subalpine Meadow,Allowed,
ESSFunp,SM,Subalpine Meadow,Allowed,
ESSFvc,SM,Subalpine Meadow,Allowed,
ESSFwc,SM,Subalpine Meadow,Allowed,
ESSFwcp,SM,Subalpine Meadow,Allowed,
ESSFwcw,SM,Subalpine Meadow,Allowed,
ESSFwk,SM,Subalpine Meadow,Allowed,
ESSFwv,SM,Subalpine Meadow,Allowed,
ESSFwvp,SM,Subalpine Meadow,Allowed,
ESSFxv,SM,Subalpine Meadow,Allowed,
ICHmc,SM,Subalpine Meadow,Error,ME
ICHvc,SM,Subalpine Meadow,Error,ME
IMAun,SM,Subalpine Meadow,Error,AM
MHmm,SM,Subalpine Meadow,Allowed,
MHmmp,SM,Subalpine Meadow,Allowed,
MHwh1,SM,Subalpine Meadow,Allowed,
MHwhp,SM,Subalpine Meadow,Allowed,
SBSdh,SM,Subalpine Meadow,Error,ME
SBSdk,SM,Subalpine Meadow,Error,ME
SBSdw,SM,Subalpine Meadow,Error,ME
SBSmc,SM,Subalpine Meadow,Error,ME
SBSmh,SM,Subalpine Meadow,Error,ME
SBSmk,SM,Subalpine Meadow,Error,ME
SBSmw,SM,Subalpine Meadow,Error,ME
SBSun,SM,Subalpine Meadow,Allowed,
SBSvk,SM,Subalpine Meadow,Error,ME
SBSwk,SM,Subalpine Meadow,Error,ME
SWBmk,SM,Subalpine Meadow,Allowed,
